source,source_row,z,y,x,theta_deg,winding,dk,ct_brightness,conf,pre_repair_global_id,labeled_frac_5cube
unlab,2348,4368,1970,1934,270.0,5,3,126,,282798,0.48
unlab,2454,9040,1754,1850,306.0,5,1,255,,442680,0.48
unlab,2483,3600,1989,1976,318.0,5,2,126,,220391,0.48
unlab,3056,8208,1878,1825,204.0,6,1,192,,409177,0.48
unlab,3595,8656,1931,1798,78.0,7,2,135,,437671,0.48
unlab,4169,1680,1604,1742,330.0,7,1,165,,94240,0.48
unlab,4366,7248,2214,1984,78.0,8,1,151,,389653,0.48
unlab,4637,8720,1819,1681,222.0,8,1,137,,409097,0.48
unlab,4820,1872,1652,1690,318.0,8,1,161,,119737,0.48
unlab,4845,976,1975,1624,330.0,8,1,161,,67539,0.48
unlab,5004,8208,1980,1888,78.0,9,1,147,,223883,0.48
unlab,5016,8912,1941,1764,84.0,9,1,157,,449650,0.48
unlab,5018,9488,1993,1769,84.0,9,1,162,,469771,0.48
unlab,5040,10064,2013,1588,96.0,9,1,184,,523122,0.48
unlab,5077,8912,1895,1727,114.0,9,1,133,,449316,0.48
unlab,5163,3856,2074,1757,162.0,9,1,115,,258018,0.48
unlab,5332,7824,1877,1921,276.0,9,1,133,,404714,0.48
unlab,6430,5712,2037,2023,306.0,11,1,161,,337948,0.48
unlab,6585,6992,2250,1985,102.0,12,1,136,,223883,0.48
unlab,6647,1168,1954,1392,150.0,12,1,144,,62169,0.48
unlab,6685,9424,1759,1548,216.0,12,1,153,,223883,0.48
unlab,6858,4240,2128,2016,30.0,13,1,136,,272848,0.48
unlab,7010,6224,2037,1844,216.0,13,1,139,,351613,0.48
unlab,7142,3728,2080,2236,12.0,14,1,148,,241145,0.48
unlab,7156,6096,2246,2068,54.0,14,1,156,,223883,0.48
unlab,8212,5328,1952,1662,204.0,22,1,145,,325481,0.48
unlab,8298,1360,1943,1229,150.0,24,1,131,,81995,0.48
unlab,8576,10640,2173,1665,90.0,34,1,150,,608711,0.48
unlab,8621,10064,1434,1788,294.0,37,1,129,,507203,0.48
unlab,8670,3600,1508,2400,312.0,42,1,132,,217756,0.48
unlab,8801,2256,2475,2265,42.0,56,2,158,,134247,0.48
unlab,8930,1360,1285,2596,336.0,67,1,127,,75446,0.48
unlab,8943,1360,1285,2596,336.0,68,2,127,,75446,0.48
wedge,1340,4304,2711,1436,126.0,71,,,1,265936,0.48
unlab,90,10960,1308,1930,84.0,2,1,164,,588341,0.472
unlab,368,1360,1711,1674,348.0,2,1,169,,78536,0.472
unlab,411,10704,1759,1692,18.0,3,2,154,,598650,0.472
unlab,599,3152,2048,1796,150.0,3,1,136,,181307,0.472
unlab,634,1936,1747,1532,168.0,3,1,158,,119761,0.472
unlab,1036,9424,1959,1812,42.0,4,1,148,,469877,0.472
unlab,1108,7440,2126,1984,84.0,4,1,138,,395796,0.472
unlab,1149,11024,1208,1978,108.0,4,1,165,,629576,0.472
unlab,1170,1808,1823,1518,126.0,4,1,159,,63448,0.472
unlab,1533,6480,2094,1998,288.0,4,1,162,,223883,0.472
unlab,1809,6352,2200,2000,54.0,5,1,144,,359412,0.472
unlab,2015,9104,1901,1763,138.0,5,1,144,,459468,0.472
unlab,2214,3280,2007,1806,216.0,5,1,105,,199543,0.472
unlab,2608,4112,2070,2039,18.0,6,1,156,,259267,0.472
unlab,2798,7568,2113,1981,90.0,6,2,162,,396298,0.472
unlab,2859,2064,1889,1554,120.0,6,1,166,,122464,0.472
unlab,3055,8080,1889,1815,204.0,6,1,113,,412880,0.472
unlab,3097,8336,1810,1787,216.0,6,1,125,,409177,0.472
unlab,3419,4240,2023,2048,342.0,6,1,135,,273301,0.472
unlab,3438,3920,2020,2008,354.0,6,1,140,,258780,0.472
unlab,3818,9360,1892,1644,186.0,7,1,174,,469798,0.472
unlab,3971,8016,1877,1853,246.0,7,1,129,,395683,0.472
unlab,4000,8016,1872,1866,258.0,7,2,146,,395683,0.472
unlab,4002,8144,1818,1872,258.0,7,1,134,,395683,0.472
unlab,4030,8976,1768,1748,270.0,7,1,158,,442551,0.472
unlab,4166,976,1977,1622,330.0,7,1,161,,67539,0.472
unlab,4185,3792,1958,2062,336.0,7,1,130,,241352,0.472
unlab,4230,10832,1532,1929,0.0,8,1,120,,638043,0.472
unlab,4259,7952,2013,2006,24.0,8,1,113,,413227,0.472
unlab,4456,8272,1951,1862,114.0,8,1,135,,223883,0.472
unlab,4594,7440,2019,1865,204.0,8,1,125,,223883,0.472
unlab,4599,9360,1818,1581,204.0,8,1,126,,465436,0.472
unlab,4630,3664,1967,1860,222.0,8,1,106,,219373,0.472
unlab,4923,4496,2113,2024,36.0,9,1,128,,287546,0.472
unlab,5432,8656,1827,1949,348.0,9,1,147,,432899,0.472
unlab,5697,8144,1953,1827,144.0,10,1,148,,408922,0.472
unlab,5985,912,1998,1706,336.0,10,1,178,,56450,0.472
unlab,5998,4560,2025,2019,348.0,10,1,145,,287353,0.472
unlab,6026,3216,2128,1973,36.0,11,1,132,,200022,0.472
unlab,6232,7376,2147,1841,156.0,11,1,155,,389110,0.472
unlab,6730,976,1820,1420,252.0,12,1,156,,53398,0.472
unlab,7061,8464,1737,1787,252.0,13,1,132,,424036,0.472
unlab,7900,6288,2056,1808,210.0,18,3,138,,351613,0.472
unlab,7901,9616,1807,1590,210.0,18,2,199,,479321,0.472
unlab,7976,10000,2103,1635,84.0,19,1,118,,522889,0.472
unlab,8046,1936,1570,1883,330.0,19,1,148,,63448,0.472
unlab,8758,1488,2181,1224,132.0,52,1,132,,67414,0.472
unlab,9023,4496,1381,2203,294.0,77,1,134,,281604,0.472
wedge,3031,9552,2477,2714,30.0,81,,,1,474976,0.472
unlab,2246,9424,1854,1696,222.0,5,2,152,,465380,0.47
unlab,34,6736,2200,1996,30.0,2,2,152,,223883,0.464
unlab,129,9872,1910,1632,126.0,2,1,164,,500851,0.464
unlab,423,1232,1843,1617,30.0,3,3,135,,78229,0.464
unlab,428,4304,2065,1964,30.0,3,1,137,,259267,0.464
unlab,585,6544,2224,1919,138.0,3,1,138,,223883,0.464
unlab,608,2576,2011,1702,156.0,3,1,125,,152603,0.464
unlab,819,4112,1945,1956,276.0,3,1,127,,259371,0.464
unlab,872,10704,1657,1710,306.0,3,1,213,,599563,0.464
unlab,947,9168,1842,1892,348.0,3,1,119,,454992,0.464
unlab,1072,10896,1574,1968,60.0,4,1,166,,638455,0.464
unlab,1489,11024,1066,1992,258.0,4,2,155,,652718,0.464
unlab,1843,1680,1753,1608,66.0,5,1,171,,63448,0.464
unlab,2118,3600,2028,1861,180.0,5,3,124,,219373,0.464
unlab,2177,9040,1791,1754,204.0,5,1,152,,442540,0.464
unlab,2470,4240,2021,1954,312.0,5,1,123,,272802,0.464
unlab,2615,1232,1849,1640,24.0,6,1,183,,63448,0.464
unlab,2872,11088,1096,2051,120.0,6,1,156,,653291,0.464
unlab,2921,4688,2100,1844,144.0,6,1,136,,297671,0.464
unlab,3002,10896,1442,1799,174.0,6,1,150,,627683,0.464
unlab,3086,2384,1842,1594,216.0,6,1,154,,138200,0.464
unlab,3439,4624,2045,1989,354.0,6,1,135,,299890,0.464
unlab,3469,6032,2179,2079,24.0,7,1,147,,223883,0.464
unlab,3625,9168,1912,1818,90.0,7,3,132,,459619,0.464
unlab,3813,1488,1724,1503,186.0,7,1,162,,94418,0.464
unlab,3913,9424,1844,1685,222.0,7,1,155,,465380,0.464
unlab,4127,1808,1646,1660,312.0,7,1,166,,109957,0.464
unlab,4162,8016,1878,1961,324.0,7,1,153,,395683,0.464
unlab,4180,1808,1648,1756,336.0,7,1,139,,109603,0.464
unlab,4479,9168,1925,1770,126.0,8,1,145,,459335,0.464
unlab,4490,2448,1988,1689,138.0,8,1,113,,141684,0.464
unlab,4610,9232,1790,1667,210.0,8,1,191,,442653,0.464
unlab,4696,6416,2069,1947,252.0,8,1,118,,360006,0.464
unlab,4755,5648,2046,1998,282.0,8,1,138,,223883,0.464
unlab,4861,9424,1846,1933,336.0,8,1,150,,461155,0.464
unlab,5096,7440,2150,1919,126.0,9,1,152,,223883,0.464
unlab,5110,6032,2186,1921,132.0,9,1,133,,345063,0.464
unlab,5217,10576,1678,1563,210.0,9,1,151,,598261,0.464
unlab,5342,8848,1816,1748,282.0,9,1,134,,409097,0.464
unlab,5574,8720,1954,1756,84.0,10,1,167,,223883,0.464
unlab,5747,2704,1915,1686,210.0,10,2,115,,63448,0.464
unlab,5824,3088,1882,1790,252.0,10,1,142,,181958,0.464
unlab,5847,7376,2007,1953,258.0,10,1,142,,223883,0.464
unlab,6093,5456,2196,1996,78.0,11,1,131,,325666,0.464
unlab,6158,9168,1932,1794,108.0,11,1,146,,459335,0.464
unlab,6691,7376,1998,1869,222.0,12,1,117,,223883,0.464
unlab,6774,2192,1759,1594,276.0,12,1,185,,126601,0.464
unlab,6933,10128,2063,1575,102.0,13,1,166,,523118,0.464
unlab,7108,2320,1778,1704,306.0,13,1,158,,137776,0.464
unlab,7135,9488,1833,1965,342.0,13,1,156,,465910,0.464
unlab,7789,9616,1809,1594,210.0,17,1,201,,479321,0.464
unlab,7999,2896,2060,1582,168.0,19,1,134,,166132,0.464
unlab,8004,6288,2054,1804,210.0,19,2,137,,351613,0.464
unlab,8082,11024,1232,1821,150.0,20,1,148,,651579,0.464
unlab,8193,2000,1902,1527,114.0,22,1,169,,122693,0.464
unlab,8455,2704,2062,2152,12.0,29,1,140,,152937,0.464
unlab,8565,3792,2213,1490,156.0,33,1,156,,240252,0.464
unlab,8594,9616,2297,1865,72.0,36,1,164,,484288,0.464
unlab,8683,4496,2592,2162,66.0,44,1,138,,292778,0.464
unlab,8762,6736,1748,2335,312.0,52,1,136,,223883,0.464
unlab,8818,2256,2481,2272,42.0,57,1,128,,134247,0.464
unlab,8910,6288,1773,1130,204.0,65,1,161,,349599,0.464
unlab,8998,9424,1523,1082,210.0,74,1,131,,453573,0.464
unlab,9019,3152,2688,1460,120.0,77,1,150,,144040,0.464
wedge,583,2256,2411,882,144.0,62,,,1,132693,0.464
wedge,1301,4240,2687,1358,132.0,69,,,1,265936,0.464
unlab,1495,8336,1788,1854,264.0,4,1,122,,409177,0.46
unlab,275,3920,1920,1914,252.0,2,1,112,,258687,0.456
unlab,393,3408,2051,1906,12.0,3,2,140,,220822,0.456
unlab,653,5200,2075,1916,180.0,3,1,156,,318178,0.456
unlab,697,3856,1991,1844,204.0,3,1,165,,258040,0.456
unlab,786,4624,2016,1879,252.0,3,1,116,,297331,0.456
unlab,960,3472,2062,1940,0.0,4,2,171,,220475,0.456
unlab,1366,7952,1939,1840,204.0,4,1,169,,412523,0.456
unlab,1371,9232,1842,1744,204.0,4,2,167,,442653,0.456
unlab,2070,10640,1779,1592,156.0,5,1,180,,598139,0.456
unlab,2179,9232,1839,1738,204.0,5,2,149,,442653,0.456
unlab,2408,4368,1982,1953,294.0,5,1,147,,282798,0.456
unlab,2499,5776,2083,2020,324.0,5,1,150,,337864,0.456
unlab,2576,9168,1858,2083,0.0,6,1,139,,442759,0.456
unlab,3060,9232,1836,1731,204.0,6,1,156,,442653,0.456
unlab,3069,3920,1985,1878,210.0,6,1,128,,258797,0.456
unlab,3153,3728,1960,1910,240.0,6,1,112,,242228,0.456
unlab,3207,8016,1880,1867,258.0,6,2,163,,395683,0.456
unlab,3395,8016,1896,1950,330.0,6,1,154,,395683,0.456
unlab,3432,9104,1817,1977,348.0,6,2,149,,454716,0.456
unlab,3606,8272,1955,1900,84.0,7,1,142,,223883,0.456
unlab,3624,8016,2023,1880,90.0,7,1,173,,223883,0.456
unlab,3858,9040,1786,1744,204.0,7,1,146,,442540,0.456
unlab,3917,1680,1635,1527,228.0,7,1,141,,94533,0.456
unlab,4013,8144,1827,1883,264.0,7,1,147,,395683,0.456
unlab,4515,10640,1804,1586,144.0,8,1,145,,599263,0.456
unlab,4573,8784,1839,1612,192.0,8,1,130,,442429,0.456
unlab,4608,9040,1785,1756,210.0,8,1,149,,442759,0.456
unlab,4638,9488,1832,1683,222.0,8,1,235,,465348,0.456
unlab,4737,8144,1817,1891,270.0,8,1,135,,395683,0.456
unlab,5064,8912,1895,1734,108.0,9,1,146,,449316,0.456
unlab,5209,3536,1974,1850,210.0,9,1,143,,219234,0.456
unlab,6236,2064,1893,1403,162.0,11,1,130,,63448,0.456
unlab,6704,3216,1858,1710,234.0,12,1,149,,190642,0.456
unlab,6930,7568,2172,1954,102.0,13,1,160,,395661,0.456
unlab,6995,8144,1877,1800,198.0,13,1,150,,395683,0.456
unlab,6999,8080,1858,1746,204.0,13,1,148,,408922,0.456
unlab,7364,2000,1650,1842,342.0,14,1,106,,119845,0.456
unlab,7541,2000,1649,1846,342.0,15,1,105,,119845,0.456
unlab,7715,2128,1739,1793,330.0,16,1,157,,63448,0.456
unlab,7835,3792,1840,2124,318.0,17,1,109,,234020,0.456
unlab,8824,6288,1880,3170,348.0,57,1,160,,301018,0.456
unlab,8886,10768,1992,2772,18.0,63,1,165,,613347,0.456
unlab,9015,9872,1600,339,192.0,76,1,135,,464139,0.456
wedge,1722,5456,2355,3163,12.0,71,,,1,301018,0.456
wedge,2694,8528,2285,1488,126.0,50,,,1,428013,0.456
unlab,8073,6352,2303,1867,120.0,20,1,140,,223883,0.453
unlab,13,3408,2049,1898,12.0,2,1,138,,220822,0.448
unlab,418,7888,2002,1923,24.0,3,2,116,,404720,0.448
unlab,621,1424,1740,1548,162.0,3,1,151,,63448,0.448
unlab,694,1872,1705,1542,204.0,3,1,184,,119724,0.448
unlab,811,6480,2084,1973,270.0,3,1,144,,352191,0.448
unlab,1006,1680,1748,1671,30.0,4,1,117,,63448,0.448
unlab,1230,1872,1799,1483,150.0,4,1,190,,119858,0.448
unlab,1270,2000,1742,1560,162.0,4,3,148,,119761,0.448
unlab,1347,8080,1892,1800,198.0,4,1,164,,408922,0.448
unlab,1658,4048,2029,2014,336.0,4,1,158,,259267,0.448
unlab,1716,7312,2126,2131,6.0,5,1,101,,389389,0.448
unlab,1742,10000,1873,1677,18.0,5,1,224,,523505,0.448
unlab,1862,7504,2117,1990,72.0,5,2,131,,382073,0.448
unlab,1881,8080,1969,1890,78.0,5,1,154,,413323,0.448
unlab,1952,1360,1780,1575,120.0,5,1,174,,63448,0.448
unlab,1976,7568,2110,1935,126.0,5,1,145,,396294,0.448
unlab,2019,10384,1817,1630,138.0,5,1,151,,566541,0.448
unlab,2154,8208,1873,1791,198.0,5,2,147,,409177,0.448
unlab,2391,4048,1987,1981,288.0,5,1,167,,259304,0.448
unlab,2796,1808,1821,1591,90.0,6,1,179,,63448,0.448
unlab,2891,7120,2202,1877,132.0,6,1,151,,381798,0.448
unlab,3025,9232,1840,1668,192.0,6,1,120,,442653,0.448
unlab,3164,4176,1968,1891,246.0,6,1,126,,272655,0.448
unlab,3288,2768,1945,1850,294.0,6,1,131,,152549,0.448
unlab,3348,6224,2096,2015,312.0,6,1,139,,352118,0.448
unlab,3531,9808,1975,1761,54.0,7,1,127,,500563,0.448
unlab,3636,7312,2209,1957,96.0,7,1,139,,223883,0.448
unlab,3780,1616,1733,1480,162.0,7,1,193,,94528,0.448
unlab,3828,9040,1790,1694,192.0,7,1,144,,442653,0.448
unlab,3855,7440,2021,1870,204.0,7,2,123,,223883,0.448
unlab,3872,9616,1835,1638,210.0,7,3,182,,479321,0.448
unlab,3954,5392,2028,1934,240.0,7,1,141,,317429,0.448
unlab,4234,10000,1858,1677,6.0,8,1,252,,512457,0.448
unlab,4265,6160,2158,2054,30.0,8,1,142,,352083,0.448
unlab,4449,3280,2098,1818,114.0,8,1,136,,198458,0.448
unlab,4466,8400,1916,1818,120.0,8,1,143,,408922,0.448
unlab,4580,4880,1994,1801,198.0,8,2,140,,309973,0.448
unlab,4590,3920,1990,1868,204.0,8,1,148,,257558,0.448
unlab,4613,9616,1833,1635,210.0,8,2,131,,479321,0.448
unlab,4634,7952,1907,1831,222.0,8,1,139,,412651,0.448
unlab,4732,2128,1780,1589,270.0,8,1,164,,126428,0.448
unlab,4823,7440,2012,2041,318.0,8,1,140,,390081,0.448
unlab,4848,2320,1831,1725,330.0,8,1,150,,63448,0.448
unlab,5028,6608,2291,1971,90.0,9,1,136,,223883,0.448
unlab,5029,8272,1964,1892,90.0,9,1,139,,223883,0.448
unlab,5135,3472,2116,1813,144.0,9,1,112,,219119,0.448
unlab,5197,10384,1745,1603,198.0,9,1,161,,566511,0.448
unlab,5207,2704,1917,1690,210.0,9,1,148,,63448,0.448
unlab,5224,8720,1807,1649,216.0,9,1,124,,409097,0.448
unlab,5227,1808,1663,1526,222.0,9,1,153,,109611,0.448
unlab,5277,2640,1907,1774,252.0,9,1,153,,63448,0.448
unlab,5356,9552,1706,1782,288.0,9,1,160,,479027,0.448
unlab,5436,3600,2019,2016,354.0,9,1,130,,220391,0.448
unlab,5536,7504,2155,2014,66.0,10,1,160,,396002,0.448
unlab,5557,8144,1985,1908,78.0,10,1,140,,421332,0.448
unlab,5710,9872,1954,1524,150.0,10,1,145,,500850,0.448
unlab,5771,1744,1637,1491,228.0,10,1,151,,93339,0.448
unlab,5895,5648,2031,2002,282.0,10,1,141,,223883,0.448
unlab,6056,6352,2267,2030,60.0,11,1,159,,223883,0.448
unlab,6069,4816,2170,1985,66.0,11,1,145,,311148,0.448
unlab,7456,8080,1860,1701,198.0,15,1,132,,408922,0.448
unlab,7457,8144,1872,1784,198.0,15,1,125,,395683,0.448
unlab,7643,8080,1857,1695,198.0,16,1,135,,408922,0.448
unlab,7651,2896,1920,1729,216.0,16,1,145,,165606,0.448
unlab,7749,6224,2256,1967,96.0,17,1,133,,352527,0.448
unlab,8005,9616,1805,1586,210.0,19,2,198,,479321,0.448
unlab,8307,6800,1974,1849,246.0,24,1,138,,365556,0.448
unlab,8849,10768,1989,2764,18.0,60,1,172,,613719,0.448
wedge,2321,7248,2692,1849,102.0,64,,,1,376453,0.448
unlab,171,6864,2185,1920,162.0,2,1,107,,374323,0.44
unlab,289,10640,1684,1665,270.0,2,1,185,,599374,0.44
unlab,348,1680,1671,1627,330.0,2,1,210,,109523,0.44
unlab,556,1808,1819,1520,126.0,3,1,176,,63448,0.44
unlab,903,10640,1710,1715,324.0,3,3,147,,599362,0.44
unlab,980,8208,1915,1948,12.0,4,1,156,,421357,0.44
unlab,1232,2192,1910,1523,150.0,4,1,165,,121369,0.44
unlab,1268,1552,1765,1441,162.0,4,2,141,,94528,0.44
unlab,1324,8848,1875,1674,186.0,4,1,125,,442412,0.44
unlab,1373,10896,1386,1782,204.0,4,1,114,,627853,0.44
unlab,1386,9616,1841,1649,210.0,4,3,169,,479066,0.44
unlab,1726,4816,2057,2010,12.0,5,1,132,,311147,0.44
unlab,1730,8208,1917,1958,12.0,5,2,122,,421159,0.44
unlab,1914,9680,1972,1684,96.0,5,1,146,,484332,0.44
unlab,1957,3856,2070,1888,120.0,5,1,152,,240386,0.44
unlab,1993,6928,2202,1882,132.0,5,1,131,,223883,0.44
unlab,2099,10640,1766,1576,168.0,5,1,202,,598139,0.44
unlab,2204,8912,1783,1659,210.0,5,1,150,,442470,0.44
unlab,2310,8016,1878,1860,252.0,5,2,136,,395683,0.44
unlab,2428,4176,1993,1961,300.0,5,1,126,,272505,0.44
unlab,2709,2128,1932,1633,60.0,6,1,144,,130761,0.44
unlab,2722,10320,1852,1688,60.0,6,1,151,,538438,0.44
unlab,3043,10384,1749,1615,198.0,6,1,191,,566511,0.44
unlab,3054,7440,2023,1875,204.0,6,1,134,,223883,0.44
unlab,3076,7952,1922,1822,210.0,6,1,147,,408922,0.44
unlab,3111,6864,2112,1891,222.0,6,1,156,,374338,0.44
unlab,3112,9424,1849,1690,222.0,6,2,131,,465380,0.44
unlab,3161,2448,1897,1719,246.0,6,1,113,,63448,0.44
unlab,3187,10128,1733,1592,252.0,6,1,166,,512416,0.44
unlab,3297,6608,2115,2002,294.0,6,2,143,,366365,0.44
unlab,3369,1744,1660,1610,324.0,6,1,195,,109906,0.44
unlab,3376,6288,2099,2007,324.0,6,1,150,,352118,0.44
unlab,3431,8848,1862,1824,348.0,6,1,140,,409097,0.44
unlab,3687,7120,2209,1895,120.0,7,1,158,,381798,0.44
unlab,3754,10640,1800,1592,144.0,7,2,117,,598179,0.44
unlab,3953,4112,1962,1901,240.0,7,1,111,,257905,0.44
unlab,4147,6224,2094,2024,318.0,7,1,144,,352118,0.44
unlab,4321,7504,2144,2020,60.0,8,1,124,,395957,0.44
unlab,4607,8720,1825,1654,210.0,8,1,123,,409097,0.44
unlab,4640,1104,1858,1481,228.0,8,2,195,,68159,0.44
unlab,4693,2832,1786,1770,252.0,8,1,112,,123289,0.44
unlab,4922,3600,2148,2097,36.0,9,1,138,,133475,0.44
unlab,5215,9616,1831,1632,210.0,9,1,163,,479321,0.44
unlab,5499,2320,2054,1742,54.0,10,1,116,,141997,0.44
unlab,5565,2448,2021,1747,84.0,10,1,155,,132122,0.44
unlab,5611,7248,2216,1947,102.0,10,1,134,,382082,0.44
unlab,5702,2000,1775,1521,150.0,10,1,101,,119847,0.44
unlab,5709,9424,1957,1703,150.0,10,1,162,,469958,0.44
unlab,5964,5968,2052,2018,312.0,10,1,131,,223883,0.44
unlab,6254,9168,1808,1665,198.0,11,3,152,,442653,0.44
unlab,6265,9040,1762,1716,210.0,11,1,141,,442540,0.44
unlab,6303,11024,991,1907,234.0,11,1,108,,628295,0.44
unlab,6325,10000,1754,1566,246.0,11,1,185,,512497,0.44
unlab,6503,6160,2222,2130,36.0,12,1,186,,223883,0.44
unlab,6586,7120,2247,1915,102.0,12,1,166,,223883,0.44
unlab,6672,10384,1740,1587,198.0,12,1,152,,566583,0.44
unlab,6684,6224,2040,1849,216.0,12,2,134,,351613,0.44
unlab,6706,5072,1934,1880,234.0,12,1,142,,223883,0.44
unlab,6985,2832,1962,1722,192.0,13,1,140,,165554,0.44
unlab,6997,2704,1887,1584,204.0,13,1,104,,138451,0.44
unlab,7050,8144,1768,1829,246.0,13,1,150,,416400,0.44
unlab,7259,8144,1874,1792,198.0,14,2,145,,395683,0.44
unlab,7265,6288,2065,1822,210.0,14,1,110,,351615,0.44
unlab,7609,7888,2139,1802,120.0,16,1,131,,223883,0.44
unlab,7731,9232,2031,1921,54.0,17,1,144,,438514,0.44
unlab,7973,3344,2230,1880,84.0,19,1,147,,197948,0.44
unlab,8054,4176,2170,2135,30.0,20,1,116,,260243,0.44
unlab,8078,1424,1793,1481,150.0,20,1,169,,63448,0.44
unlab,8146,4688,1820,1629,222.0,21,1,163,,294508,0.44
unlab,8244,2896,2214,2207,30.0,23,1,140,,133475,0.44
unlab,8486,4112,2373,1754,120.0,30,1,126,,275692,0.44
unlab,8547,3792,2212,1493,156.0,32,2,156,,240252,0.44
unlab,9013,3152,2689,1459,120.0,76,1,150,,144040,0.44
wedge,1771,5520,1623,2252,300.0,59,,,1,324194,0.44
wedge,1889,5872,2641,1806,108.0,70,,,1,223883,0.44
wedge,1996,6224,2648,1816,108.0,69,,,2,223883,0.44
unlab,236,3024,1986,1792,204.0,2,1,141,,181698,0.432
unlab,620,1104,1931,1459,162.0,3,1,213,,67736,0.432
unlab,677,3280,2018,1763,192.0,3,1,136,,199576,0.432
unlab,1079,6736,2233,1977,66.0,4,1,145,,223883,0.432
unlab,1237,3792,2047,1877,150.0,4,1,115,,241373,0.432
unlab,1243,6992,2194,1948,150.0,4,1,125,,223883,0.432
unlab,1374,10960,1198,1807,204.0,4,1,148,,628050,0.432
unlab,1546,7568,1973,2014,294.0,4,1,140,,395614,0.432
unlab,1933,5328,2201,1936,108.0,5,1,162,,326121,0.432
unlab,1967,2768,2069,1773,126.0,5,1,194,,63448,0.432
unlab,1995,7312,2160,1921,132.0,5,1,132,,389013,0.432
unlab,2111,5200,2083,1901,174.0,5,1,154,,317430,0.432
unlab,2201,7952,1926,1829,210.0,5,1,114,,408922,0.432
unlab,2289,4368,1960,1896,240.0,5,1,159,,288036,0.432
unlab,2345,1488,1672,1625,270.0,5,1,165,,78218,0.432
unlab,2398,7312,2044,1988,288.0,5,3,156,,389876,0.432
unlab,2555,9104,1818,1972,348.0,5,1,148,,454716,0.432
unlab,2727,2384,2005,1732,66.0,6,1,149,,141588,0.432
unlab,2780,7120,2213,1947,84.0,6,1,126,,382082,0.432
unlab,3151,1680,1632,1545,240.0,6,1,148,,94533,0.432
unlab,3453,7440,2086,2136,6.0,7,1,143,,382597,0.432
unlab,3724,10448,1863,1571,132.0,7,1,166,,575583,0.432
unlab,3884,6352,2092,1888,216.0,7,1,143,,223883,0.432
unlab,4106,8720,1826,1779,300.0,7,1,154,,409097,0.432
unlab,4135,6992,2119,2043,312.0,7,1,143,,382372,0.432
unlab,4359,10704,1829,1674,72.0,8,1,162,,598720,0.432
unlab,4423,3280,2117,1828,102.0,8,1,122,,198458,0.432
unlab,4489,8208,1945,1828,132.0,8,2,112,,408922,0.432
unlab,4519,3280,2090,1752,150.0,8,1,131,,199519,0.432
unlab,4542,2000,1749,1537,162.0,8,2,175,,119761,0.432
unlab,4723,8528,1754,1794,264.0,8,1,154,,416506,0.432
unlab,4832,1936,1688,1663,324.0,8,1,136,,119802,0.432
unlab,4904,6160,2167,2130,18.0,9,1,129,,352428,0.432
unlab,4990,6032,2218,2000,72.0,9,2,164,,344569,0.432
unlab,5160,2000,1751,1531,162.0,9,1,147,,119761,0.432
unlab,5300,2192,1798,1573,264.0,9,1,156,,126782,0.432
unlab,5458,2448,1967,1794,24.0,10,1,176,,141740,0.432
unlab,5474,6032,2213,2085,36.0,10,2,148,,223883,0.432
unlab,5716,1872,1767,1492,162.0,10,1,201,,63448,0.432
unlab,5854,3152,1909,1834,264.0,10,2,145,,181342,0.432
unlab,5981,1104,1841,1644,330.0,10,1,202,,63990,0.432
unlab,5983,6416,2072,2123,330.0,10,1,137,,359891,0.432
unlab,6124,9168,1943,1818,90.0,11,1,154,,459335,0.432
unlab,6219,1168,1951,1396,150.0,11,1,169,,81755,0.432
unlab,6250,6224,2081,1812,198.0,11,1,157,,223883,0.432
unlab,6571,4944,2162,1942,96.0,12,1,155,,311148,0.432
unlab,6666,3536,1995,1816,192.0,12,2,111,,218987,0.432
unlab,6670,9168,1807,1662,198.0,12,2,147,,442653,0.432
unlab,6733,7056,2051,1914,252.0,12,1,152,,382193,0.432
unlab,6994,8080,1864,1715,198.0,13,1,149,,408922,0.432
unlab,7275,7184,2027,1815,222.0,14,1,123,,223883,0.432
unlab,7290,2064,1719,1536,246.0,14,1,156,,119837,0.432
unlab,7568,6096,2255,2002,84.0,16,1,154,,352301,0.432
unlab,7645,2704,1882,1572,204.0,16,3,162,,138451,0.432
unlab,7668,9872,1683,1567,246.0,16,1,136,,493556,0.432
unlab,7800,6160,1995,1920,240.0,17,1,130,,344100,0.432
unlab,8007,5264,1970,1813,216.0,19,1,149,,223883,0.432
unlab,8109,4176,2172,2138,30.0,21,1,139,,260243,0.432
unlab,8260,4048,2326,1871,108.0,23,1,146,,121319,0.432
unlab,8418,7824,1742,1728,234.0,27,1,149,,400443,0.432
unlab,8755,2256,2498,1541,96.0,52,1,142,,132788,0.432
unlab,8901,6288,1776,1137,204.0,64,2,120,,349599,0.432
wedge,1355,4336,2709,2417,54.0,68,,,1,293608,0.432
wedge,2356,7376,2537,2746,30.0,68,,,1,223883,0.432
unlab,3169,8080,1862,1854,246.0,6,1,129,,395683,0.43
unlab,7552,8720,2024,1854,54.0,16,1,135,,437774,0.43
unlab,138,1168,1909,1496,138.0,2,1,204,,63636,0.424
unlab,152,5200,2094,1950,150.0,2,1,250,,318178,0.424
unlab,429,6736,2202,2000,30.0,3,3,135,,223883,0.424
unlab,598,1872,1795,1491,150.0,3,1,120,,119858,0.424
