instance_id,n_pts,n_k,kmin,kmax,gap,side_min
269831,47,3,61,70,7,13
269833,180,4,72,80,5,21
269835,22,3,61,70,7,5
269837,36,3,60,68,6,3
269846,775,9,74,90,5,260
269848,64,3,62,70,6,22
269850,184,5,60,71,6,38
269851,81,2,76,84,7,15
269853,614,9,73,86,3,63
269866,77,5,65,71,2,31
269869,163,9,65,79,4,26
269871,237,7,63,73,4,103
269873,71,4,64,78,11,35
269882,8402,48,28,78,2,359
269884,325,7,46,56,4,80
269887,119,4,51,66,12,3
269895,135,5,49,63,10,9
269896,329,10,52,69,5,113
269904,20,2,46,53,6,4
269907,361,10,48,68,9,15
269913,106,4,51,67,13,27
269922,717,13,51,71,5,4
269927,71,3,46,61,13,6
269933,305,4,59,70,7,10
269938,721,5,67,82,6,26
269954,92,4,63,71,5,22
269956,972,14,52,80,7,392
269958,78,4,65,71,2,14
269963,147,5,62,75,5,51
269965,195,7,52,61,3,93
269967,240,7,60,79,9,96
269968,154,5,54,75,11,62
269970,31,3,61,79,16,9
269974,1930,11,54,72,8,789
269993,2685,28,51,86,7,20
270000,180,6,63,75,6,40
270005,52,3,71,75,2,15
270006,556,12,53,79,13,11
270008,247,6,56,76,13,86
270009,58,3,59,78,17,7
270010,271,2,64,80,15,107
270011,20,2,76,81,4,6
270013,299,8,53,70,5,9
270014,5434,34,51,87,2,228
270022,1457,14,48,71,7,647
270024,185,6,64,74,5,6
270025,65,3,59,63,2,16
270026,76,4,71,80,6,7
270030,427,8,60,79,5,17
270032,76,2,56,76,19,13
270034,1150,19,47,68,3,37
270035,226,5,56,77,15,75
270039,140,3,67,75,6,62
270040,511,10,59,70,2,23
270041,346,10,56,84,10,77
270043,86,4,54,62,5,29
270052,1561,16,51,80,9,209
270054,5577,38,33,83,6,252
270058,193,3,72,80,6,92
270063,567,10,54,73,7,147
270067,563,4,64,91,16,135
270071,180,3,65,75,5,54
270073,51,3,60,76,11,4
270074,102,2,72,76,3,3
270076,101,2,77,82,4,3
270079,289,3,60,72,10,80
270080,336,8,58,74,9,83
270081,114,7,70,79,3,48
270083,401,9,73,88,4,160
270086,103,3,65,70,3,26
270088,3472,20,43,67,5,6
270092,113,4,73,84,8,7
270099,1120,20,48,76,5,112
270101,5593,29,43,83,12,654
270105,352,9,50,80,15,103
270111,199,10,58,71,2,8
270114,1935,20,41,71,6,10
270115,352,7,53,80,14,114
270119,970,16,58,85,7,76
270122,187,6,67,78,6,55
270127,59,4,59,71,9,17
270131,112,2,70,81,10,12
270132,808,7,69,84,9,23
270133,93,5,57,71,10,39
270135,1083,14,67,82,2,182
270137,846,18,58,86,5,196
270139,52,3,48,62,12,15
270143,407,12,49,70,4,68
270144,925,17,48,71,4,204
270145,362,13,49,66,3,29
270146,194,7,64,84,11,53
270147,790,13,52,68,3,5
270149,179,5,65,86,17,4
270152,73,3,78,85,5,6
270154,313,11,61,87,7,104
270157,2115,24,57,87,6,774
270159,674,7,75,96,6,269
270161,742,9,45,73,17,123
270163,666,12,62,84,6,50
270164,157,4,63,83,17,17
270165,1096,15,44,72,13,153
270166,386,7,49,78,17,153
270172,329,8,54,83,16,161
270173,286,7,46,55,3,94
270174,1647,21,50,82,10,216
270178,1043,15,51,68,2,4
270179,233,6,48,64,10,108
270180,172,9,57,84,14,60
270181,528,10,51,66,6,238
270182,326,7,56,68,6,5
270183,27,3,46,71,23,8
270184,84,7,61,87,17,5
270185,687,17,46,64,2,330
270188,116,5,52,86,20,15
270190,198,6,73,94,10,40
270192,194,5,51,61,6,16
270193,1136,16,42,78,19,64
270194,272,7,58,80,16,73
270197,74,5,51,60,3,4
270198,188,5,45,54,5,75
270200,36,2,72,83,10,5
270205,396,13,56,84,9,65
270206,126,4,56,78,19,56
270209,565,14,59,88,10,273
270211,510,15,59,79,4,46
270212,107,5,62,84,18,42
270218,302,9,48,60,4,60
270221,92,4,47,56,6,41
270222,1446,17,50,69,3,45
270225,538,10,46,62,4,101
270226,72,3,47,55,6,21
270234,253,6,65,85,14,15
270253,36,2,65,68,2,13
270258,22,2,63,66,2,3
270264,858,6,63,83,13,388
270274,52,3,65,71,4,21
270281,89,2,68,82,13,10
270283,872,4,68,86,15,164
270294,2475,18,53,80,4,993
270304,808,8,56,73,10,106
270314,26,3,71,81,8,10
270315,244,4,54,71,14,66
270326,1170,9,64,78,4,565
270329,81,4,56,76,17,23
270333,824,4,78,84,3,135
270334,15,2,60,78,17,6
270336,89,4,57,77,17,18
270354,104,3,60,79,17,51
270358,673,10,64,78,3,39
270363,86,2,56,77,20,41
270365,274,6,76,87,6,22
270377,13,2,60,89,28,3
270384,85,4,77,85,5,40
270385,63,2,77,84,6,21
270392,48,4,63,69,3,23
270398,62,3,78,89,9,16
270400,95,3,68,75,5,22
270408,911,6,76,90,9,128
270413,1714,20,47,79,11,666
270423,80,4,56,77,17,12
270436,485,8,49,59,3,169
270437,67,2,70,87,16,10
270449,190,3,49,56,4,42
270451,823,13,52,80,8,46
270454,322,5,78,92,8,110
270456,78,3,61,70,7,34
270458,39,2,62,70,7,10
270459,86,4,72,93,15,43
270460,284,6,47,56,4,39
270465,88,2,28,43,14,20
270472,195,7,38,56,7,42
270473,242,7,51,69,10,74
270474,603,9,30,48,10,81
270482,74,3,28,41,11,5
270483,849,18,28,52,4,166
270486,164,4,41,46,2,33
270492,2640,30,33,66,4,390
270503,676,9,40,57,6,31
270512,146,3,52,59,5,14
270514,152,5,40,47,2,51
270515,670,11,41,63,8,118
270516,343,9,45,57,4,162
270521,303,10,46,57,2,109
270530,113,5,41,54,6,10
270533,741,11,46,74,11,72
270540,445,11,46,62,4,199
270541,160,5,63,72,5,61
270545,177,8,43,64,6,6
270546,31,2,39,50,10,5
270548,255,6,45,54,4,69
270559,168,4,58,66,5,41
270565,1336,16,51,69,3,232
270569,835,15,39,55,2,114
270572,511,13,41,57,4,82
270573,386,8,50,64,7,63
270574,135,6,56,65,4,38
270576,174,5,49,55,2,66
270578,290,4,50,55,2,54
270579,274,6,44,55,4,82
270580,189,4,56,71,12,27
270586,157,6,52,68,11,36
270589,111,4,44,50,3,46
270592,1872,27,35,66,2,156
270593,93,3,51,63,6,6
270594,96,2,43,47,3,25
270595,221,5,45,58,6,11
270597,4499,18,22,41,2,121
270602,268,7,55,71,6,30
270603,875,7,42,50,2,141
270605,31,3,50,63,11,3
270606,137,3,48,55,5,19
270608,328,8,51,60,2,80
270621,124,6,42,55,8,33
270622,601,10,54,73,10,159
270625,64,2,59,76,16,30
270626,161,6,54,64,5,37
270627,14,2,40,47,6,5
270629,239,5,53,60,3,64
270630,996,9,39,53,3,139
270632,188,6,51,63,7,4
270633,245,6,44,51,2,34
270634,207,4,51,64,10,3
270636,773,10,52,71,6,5
270637,748,12,39,53,3,38
270638,1036,10,40,53,4,32
270639,341,8,42,53,2,91
270640,493,11,36,48,2,56
270641,406,10,50,69,7,4
270644,412,7,50,64,8,158
270645,710,12,33,47,2,295
270647,1830,14,38,53,2,36
270649,123,5,55,62,3,43
270650,1777,15,47,63,2,599
270652,324,8,49,63,7,60
270655,965,10,41,55,3,423
270657,143,5,41,49,4,55
270660,119,5,50,62,8,56
270662,317,11,45,60,5,80
270663,497,9,39,49,2,76
270665,464,9,40,54,3,201
270667,107,3,63,68,3,7
270669,611,7,42,56,8,124
270671,130,6,67,74,2,22
270672,160,6,41,52,5,37
270673,361,9,37,53,4,27
270678,128,3,43,52,7,12
270680,420,5,49,55,2,105
270681,75,3,38,43,3,23
270682,212,5,54,65,7,101
270686,146,5,69,76,3,7
270688,167,6,45,58,8,26
270689,213,6,56,70,6,35
270692,259,6,41,56,9,27
270695,167,8,53,69,6,37
270697,325,7,48,59,3,44
270701,51,5,38,50,6,4
270705,98,4,54,59,2,15
270706,402,7,52,61,2,157
270707,307,6,60,74,7,104
270709,50,2,49,54,4,24
270710,126,4,52,64,9,51
270712,856,14,29,45,2,61
270713,84,6,38,49,4,39
270714,1794,16,35,59,7,46
270720,823,11,43,56,3,12
270721,178,5,52,64,8,12
270723,137,6,51,60,4,45
270727,158,3,52,64,10,60
270728,513,8,51,70,12,181
270731,855,11,54,68,4,280
270732,74,7,46,60,8,20
270741,1118,11,45,58,2,193
270747,186,3,49,56,5,7
270757,162,6,50,71,12,43
270758,245,6,51,63,7,31
270763,399,8,48,63,5,10
270766,99,3,41,47,4,4
270769,72,2,46,55,8,21
270771,664,8,50,71,8,175
270774,192,4,43,49,2,13
270780,530,8,46,57,4,4
270794,138,6,43,55,7,30
270797,362,7,49,57,2,166
270801,1250,17,45,65,4,261
270802,295,5,50,69,12,85
270806,86,6,62,71,4,4
270808,90,3,46,52,4,8
270810,887,15,45,74,8,397
270814,78,5,43,53,6,37
270824,2788,16,37,68,7,513
270830,200,5,41,48,2,64
270836,847,11,39,51,2,4
270840,71,2,51,68,16,7
270843,699,16,32,52,3,100
270846,112,3,51,55,2,13
270847,105,2,52,69,16,8
270852,299,8,44,57,6,125
270859,288,4,49,56,4,42
270867,602,9,41,52,3,82
270879,1586,22,29,58,6,45
270887,61,3,58,67,7,27
270891,289,9,44,57,5,36
270892,223,7,44,53,3,20
270898,89,3,41,49,6,27
270900,181,5,44,51,3,40
270905,1733,19,22,43,2,10
270911,337,4,40,46,3,71
270924,193,9,36,55,5,63
270928,550,11,43,55,2,106
270938,17,2,41,48,6,5
270940,116,3,42,47,3,40
270941,135,4,41,47,3,64
270942,59,3,44,52,6,9
270946,112,4,39,46,4,51
270962,1131,11,35,49,3,16
270972,177,5,66,74,4,24
270974,69,4,42,58,7,14
270975,47,2,66,72,5,12
270976,698,5,67,80,9,14
270982,271,6,38,45,2,5
270995,113,4,36,43,4,36
271000,1853,14,39,67,13,171
271007,145,3,33,39,4,16
271010,295,7,65,74,3,136
271011,40,3,40,54,12,5
271012,450,8,33,55,10,223
271016,1975,16,47,73,5,213
271021,590,10,31,46,4,85
271022,183,3,32,40,6,84
271030,784,11,21,37,5,53
271032,1562,11,38,57,9,11
271033,157,5,28,39,6,19
271034,234,6,36,56,8,16
271038,1165,10,44,56,3,32
271041,117,3,38,45,5,5
271047,125,5,36,44,4,12
271048,63,3,32,36,2,5
271051,591,9,45,69,12,95
271053,353,4,31,48,11,7
271056,233,8,31,42,2,27
271066,29,2,36,40,3,10
271067,64,3,30,40,5,27
271068,1283,20,24,49,3,554
271071,267,5,46,54,4,101
271081,324,6,38,46,2,103
271083,184,5,43,71,24,29
271089,106,4,40,47,4,36
271092,106,3,26,32,4,3
271093,78,6,36,43,2,28
271095,85,4,38,44,3,4
271096,57,2,33,40,6,24
271109,133,4,39,44,2,14
271116,182,5,39,45,2,76
271119,1986,22,41,65,2,744
271120,438,13,46,61,2,62
271122,443,4,44,51,4,57
271125,649,8,40,49,2,313
271128,473,13,41,62,7,37
271133,594,7,37,45,2,200
271136,1980,18,19,41,5,155
271139,135,5,32,42,5,50
271141,1863,17,46,64,2,46
271154,233,4,40,46,3,9
271156,369,8,36,46,2,39
271157,189,7,39,47,2,82
271158,95,4,46,54,5,27
271166,174,5,34,49,6,43
271173,267,4,40,50,7,10
271182,410,5,33,47,10,33
271188,40,3,40,51,9,20
271191,168,6,24,38,9,40
271195,166,3,40,51,9,36
271197,19,2,35,47,11,5
271201,147,4,31,44,10,24
271204,361,6,28,43,10,161
271206,247,4,34,47,10,102
271214,88,2,33,36,2,34
271215,52,2,39,48,8,8
271216,69,3,27,39,10,23
271226,150,7,34,48,8,50
271230,103,3,34,47,9,26
271234,28,2,34,44,9,7
271259,47,3,32,45,11,6
271319,339,5,40,46,2,166
271325,64,5,45,54,5,28
271335,77,3,40,45,3,12
271350,962,11,59,72,3,319
271364,247,6,61,71,5,26
271371,103,5,41,48,3,50
271372,159,3,45,54,7,60
271384,174,5,59,70,7,19
271391,96,4,50,68,12,37
271396,116,4,43,50,4,33
271420,112,3,46,52,4,50
271442,370,10,49,63,4,5
271449,46,2,47,52,4,18
271467,81,2,66,69,2,18
271477,2420,11,53,65,2,1043
271484,677,6,43,67,19,18
271485,243,5,61,67,2,47
271500,1616,9,56,66,2,298
271501,424,6,66,73,2,20
271502,1108,12,42,70,16,34
271505,60,3,40,56,14,27
271508,67,5,63,70,3,6
271512,265,4,42,67,10,40
271521,122,5,48,55,3,46
271526,252,3,41,60,17,19
271530,194,2,42,66,23,72
271532,256,5,56,69,8,27
271545,95,4,54,72,15,12
271546,220,6,41,59,13,26
271548,186,4,52,66,11,6
271551,50,2,42,63,20,22
271552,148,4,41,62,18,10
271553,117,7,39,72,24,16
271555,300,4,41,48,4,144
271559,44,2,41,50,8,7
271577,508,13,20,34,2,13
271588,128,4,11,16,2,44
271593,261,8,19,32,3,93
271595,26,2,22,32,9,12
271598,210,6,20,28,3,46
271599,158,6,16,24,3,14
271605,725,12,17,38,6,267
271608,19,3,13,17,2,9
271613,1047,16,25,43,3,492
271615,824,10,15,27,2,127
271619,53,3,14,18,2,20
271626,572,11,13,33,4,7
271627,71,2,23,26,2,9
271631,404,6,10,18,2,10
271633,103,4,21,38,14,10
271635,29,2,14,18,3,13
271639,216,4,34,40,3,107
271642,398,8,22,33,4,195
271643,117,3,18,23,3,18
271644,848,10,8,22,5,22
271645,172,5,25,34,5,80
271647,1316,18,17,41,6,457
271650,667,14,26,42,2,61
271653,207,5,10,16,2,56
271654,911,16,23,43,2,9
271656,196,5,24,45,17,9
271668,277,5,16,26,6,132
271670,54,4,15,25,4,10
271673,93,3,35,44,7,3
271676,159,4,32,44,9,20
271679,100,5,21,30,5,7
271689,31,4,23,28,2,6
271692,187,6,5,14,3,63
271694,16,2,13,19,5,3
271697,308,10,28,43,3,120
271699,33,4,14,20,3,11
271703,158,5,12,20,4,44
271707,64,3,19,24,3,10
271712,1904,22,18,42,3,26
271713,192,6,6,13,2,51
271714,727,13,24,47,11,111
271717,149,2,29,34,4,3
271718,264,5,4,10,2,13
271719,107,5,16,24,3,12
271724,340,7,17,34,5,64
271737,279,7,31,42,2,90
271738,40,3,7,14,5,18
271748,56,2,36,39,2,21
271749,237,6,14,21,2,77
271752,100,4,26,35,6,48
271753,145,4,23,30,4,13
271763,285,5,14,23,4,62
271774,324,6,12,25,4,16
271780,105,4,6,12,2,39
271782,51,3,12,21,6,8
271783,853,16,29,50,3,110
271784,138,5,33,40,2,11
271785,132,4,29,35,3,17
271787,214,6,18,28,5,25
271798,751,9,19,37,6,30
271799,182,4,27,35,5,80
271802,112,6,31,41,3,36
271808,713,17,21,42,4,285
271816,123,6,24,33,4,52
271820,6867,20,19,40,2,62
271825,280,5,16,23,3,77
271827,119,5,36,44,4,22
271831,312,7,24,32,2,9
271834,52,4,12,20,5,4
271837,2046,16,18,35,2,37
271846,112,6,5,13,2,11
271849,701,8,17,26,2,54
271850,164,5,35,44,5,70
271852,158,7,16,25,2,78
271855,81,3,20,28,6,6
271856,1277,10,17,29,2,4
271861,77,4,15,22,4,31
271863,399,7,35,44,3,53
271875,340,10,20,32,2,129
271878,86,4,16,21,2,40
271879,9,4,5,16,6,4
271890,304,5,20,30,6,20
271895,64,4,10,17,4,22
271901,231,5,19,26,2,29
271904,1530,16,17,35,3,8
271906,138,3,28,32,2,48
271913,333,6,22,34,3,25
271926,59,4,17,22,2,17
271927,185,6,4,13,4,13
271934,16,2,20,28,7,3
271936,2809,19,18,38,2,48
271937,116,4,43,49,3,23
271938,842,11,34,49,5,16
271939,121,5,18,26,3,58
271943,1209,11,16,28,2,312
271962,314,11,10,22,2,97
271969,57,4,30,39,6,24
271972,96,5,8,18,6,5
271975,688,7,20,33,6,117
271977,461,11,10,26,5,72
271978,156,2,27,33,5,33
271980,370,7,34,43,3,65
271985,1041,15,17,38,4,46
271986,372,10,4,16,2,122
271990,677,10,22,34,3,13
271993,530,6,24,40,7,89
271994,145,4,15,21,3,28
271997,66,3,13,29,7,29
271998,186,5,32,41,5,33
272003,98,3,33,44,9,4
272008,326,4,20,25,2,6
272009,634,10,3,18,4,45
272011,94,4,8,15,3,19
272019,1128,10,21,34,4,27
272021,128,3,22,26,2,31
272034,23,2,21,31,9,11
272043,35,3,21,28,5,11
272050,155,2,21,26,4,8
272054,66,3,19,32,11,22
272057,65,4,21,34,6,7
272067,52,5,26,40,10,17
272074,49,2,24,32,7,10
272078,142,5,34,40,2,41
272082,66,5,17,32,11,13
272083,85,2,25,31,5,33
272084,121,6,24,32,2,38
272090,267,5,33,42,5,22
272094,57,5,17,32,6,5
272095,77,5,22,34,6,24
272108,65,4,33,42,6,17
272109,275,6,33,40,2,111
272110,244,7,32,40,2,5
272130,71,4,32,38,2,15
272144,186,8,21,34,5,92
272147,178,4,26,36,7,78
272148,143,4,30,39,6,11
272150,56,4,26,34,3,25
272153,145,3,34,44,8,11
272157,45,3,32,42,8,21
272161,86,3,35,44,7,32
272166,214,4,35,40,2,72
272179,68,2,37,40,2,19
272193,134,2,28,35,6,18
272195,530,10,27,38,2,194
272199,91,4,24,29,2,38
272227,107,3,23,31,6,22
272232,67,5,27,39,8,7
272237,128,3,33,39,4,11
272245,124,4,32,37,2,56
272263,214,6,16,24,3,3
272273,760,8,15,27,2,65
272275,250,5,10,16,2,14
272309,50,2,6,9,2,21
272319,46,2,5,9,3,20
272325,79,4,4,9,2,13
272329,92,4,7,12,2,36
272331,121,4,4,11,3,59
272348,125,5,11,17,2,21
272353,268,5,6,12,2,111
272355,85,3,3,7,2,26
272363,79,2,18,23,4,9
272364,420,11,21,33,2,180
272372,41,3,11,19,6,9
272412,149,3,11,18,5,38
272414,191,4,6,12,3,92
272418,220,6,9,16,2,7
272439,156,6,7,14,2,47
272442,85,3,11,19,6,17
272446,176,3,11,17,4,16
272447,51,3,17,21,2,12
272452,79,3,8,12,2,12
272453,56,5,13,19,2,19
272454,75,3,14,19,3,20
272455,411,8,10,20,3,57
272466,190,7,7,15,2,90
272469,43,2,7,12,4,15
272480,46,4,20,29,6,21
272483,57,6,5,14,3,22
272508,508,10,12,23,2,50
272529,103,4,8,13,2,7
272530,367,9,5,15,2,103
272533,719,6,13,20,2,167
272545,85,2,12,17,4,5
272547,88,3,9,19,8,3
272551,80,3,18,22,2,10
272554,101,4,11,16,2,14
272560,65,2,21,28,6,5
272561,62,3,21,29,6,29
272568,129,4,16,23,4,55
272576,138,4,25,32,2,32
272583,57,3,15,22,5,23
272587,81,3,8,14,4,9
272588,135,6,23,32,2,15
272593,494,7,6,14,2,16
272601,341,9,15,26,3,113
272602,5570,19,17,37,2,115
272604,974,11,4,16,2,67
272605,445,10,1,13,2,57
272611,71,3,5,10,3,5
272613,751,12,22,35,2,18
272623,222,5,17,24,2,18
272629,36,3,13,17,2,6
272632,2946,25,3,32,3,71
272641,369,6,9,16,2,88
272643,71,3,11,15,2,25
272645,118,3,21,27,4,49
272649,175,3,12,17,3,4
272656,102,4,9,14,2,12
272658,53,3,8,14,4,3
272660,476,8,10,19,2,38
272670,35,3,21,25,2,7
272677,1501,17,3,23,4,50
272716,35,3,25,29,2,15
272717,84,3,10,15,3,29
272724,162,3,15,20,3,27
272725,87,4,11,17,3,34
272728,73,2,13,17,3,7
272734,668,9,7,17,2,40
272738,134,6,5,18,4,12
272739,189,5,15,21,2,68
272747,142,4,23,32,6,8
272751,76,2,14,19,4,22
272766,7252,35,1,38,2,10
272768,753,14,17,32,2,257
272775,64,3,11,22,9,3
272780,173,8,2,12,2,55
272782,225,6,7,18,4,30
272784,120,4,14,19,2,51
272785,68,4,11,16,2,23
272787,352,7,6,15,3,14
272790,55,3,11,17,4,23
272792,238,8,2,17,5,59
272794,59,2,14,18,3,4
272796,58,3,15,20,3,28
272807,103,3,7,11,2,49
272808,57,2,8,14,5,21
272813,488,9,14,28,6,101
272814,390,8,0,9,2,45
272818,1656,15,14,31,3,14
272819,99,3,11,20,7,8
272820,84,4,8,14,3,37
272821,120,8,10,22,2,20
272827,126,6,9,16,2,51
272829,156,6,7,19,5,10
272838,120,4,11,16,2,54
272839,710,15,5,21,2,14
272848,844,10,6,17,2,6
272849,158,5,5,12,2,28
272850,76,5,0,8,4,27
272855,887,15,9,25,2,175
272856,79,5,2,13,7,11
272864,564,10,8,21,4,30
272877,21,3,12,16,2,7
272891,82,3,12,16,2,20
272892,101,4,11,16,2,40
272926,65,3,12,20,6,14
272931,50,3,12,19,5,3
272953,126,3,15,23,6,11
272966,37,4,14,20,3,15
273006,87,4,13,19,3,39
273010,51,3,12,16,2,9
273014,60,3,17,23,4,19
273019,85,6,10,18,3,15
273027,111,4,7,12,2,47
273073,54,4,7,12,2,24
273078,148,3,7,11,2,5
273084,15,2,6,9,2,5
273110,109,7,3,11,2,24
273114,43,2,11,17,5,12
273122,148,3,11,15,2,50
273126,14,2,11,14,2,3
273127,107,7,7,15,2,17
273166,126,2,6,9,2,4
273189,664,9,12,23,3,10
273205,140,4,11,16,2,45
273207,353,5,10,16,2,4
273209,50,3,7,15,6,10
273212,440,6,5,14,4,3
273235,28,3,6,13,5,11
273275,8,2,13,17,3,4
273281,8,2,16,20,3,3
273282,96,3,13,17,2,3
273283,224,2,13,17,3,13
273284,148,3,15,22,5,51
273286,202,5,10,19,5,21
273293,143,4,10,15,2,3
273297,140,5,16,22,2,14
273307,55,2,17,22,4,9
273312,67,4,17,23,3,24
273317,174,3,16,20,2,41
273318,91,2,16,23,6,24
273321,126,5,5,11,2,62
273325,469,8,5,16,2,160
273334,44,2,11,14,2,21
273347,129,8,2,13,3,50
273352,99,4,3,9,2,13
273368,136,6,3,13,4,36
273385,28,2,14,21,6,7
273393,284,7,1,12,5,17
273398,67,3,4,8,2,4
273400,178,6,0,9,4,67
273404,112,3,6,11,3,20
273405,12,3,7,11,2,3
273422,383,10,34,50,6,71
273424,75,3,18,26,6,24
273426,376,9,30,44,2,115
273427,163,5,24,33,4,22
273430,199,7,34,44,4,48
273433,204,5,30,37,3,85
273435,163,3,32,38,4,56
273438,132,6,18,26,2,14
273439,394,13,22,38,4,125
273441,315,8,28,38,3,88
273442,376,6,26,33,2,41
273443,23,2,31,36,4,8
273448,331,6,34,50,9,92
273449,319,8,25,35,2,17
273457,979,17,30,52,4,374
273459,817,10,27,40,4,81
273460,320,8,26,44,5,11
273461,394,11,19,31,2,36
273462,407,8,35,51,7,114
273463,785,12,29,43,3,100
273467,139,4,32,42,7,28
273469,134,5,31,39,2,37
273470,353,9,33,45,4,125
273476,123,7,25,34,2,3
273477,97,3,24,29,3,13
273481,23,3,32,37,3,10
273485,83,3,45,51,4,37
273487,172,3,33,39,4,43
273488,570,10,30,42,2,274
273489,482,7,32,41,2,153
273490,98,3,46,51,3,27
273491,8459,22,31,55,3,25
273496,68,4,23,31,5,10
273497,682,10,20,34,4,51
273501,46,6,24,32,2,12
273504,87,2,35,42,6,6
273511,243,4,44,51,4,49
273515,926,18,23,44,4,23
273517,102,4,39,53,11,19
273518,323,5,51,58,3,90
273519,453,8,33,42,2,93
273522,331,9,22,32,2,95
273523,1514,13,47,61,2,293
273524,253,4,40,46,3,61
273525,723,9,29,48,6,73
273528,208,8,21,30,2,80
273531,394,9,33,46,3,25
273537,221,5,30,37,3,36
273540,67,4,38,51,10,30
273541,220,5,38,45,3,11
273544,983,19,22,43,3,69
273549,228,8,32,46,5,19
273554,1111,16,31,50,2,325
273557,216,5,50,56,2,21
273560,131,5,27,37,6,10
273567,33,2,37,55,17,9
273568,360,8,45,58,5,109
273573,2367,22,30,60,4,157
273584,382,9,39,49,2,171
273586,279,6,29,37,3,17
273587,166,3,54,60,4,29
273590,221,4,30,37,4,51
273597,242,9,37,51,3,96
273599,1337,17,19,38,3,99
273601,84,2,48,54,5,9
273605,1738,15,46,63,2,10
273606,371,6,42,52,3,118
273608,300,6,44,63,8,138
273612,123,4,33,39,3,30
273616,71,3,48,64,14,3
273617,17,3,29,37,6,8
273621,158,5,48,62,10,19
273622,1142,13,48,73,6,133
273624,450,7,36,50,6,74
273625,344,8,28,40,5,47
273626,61,3,38,43,3,20
273630,584,12,29,42,2,141
273633,31,2,41,45,3,3
273635,115,3,38,45,5,54
273637,707,10,39,53,5,275
273638,4057,22,13,36,2,13
273639,606,12,54,68,3,149
273640,524,10,39,51,3,193
273644,693,11,26,40,4,176
273649,779,10,29,46,2,329
273650,1043,12,33,48,3,89
273651,369,3,39,44,3,54
273657,548,13,41,58,5,154
273660,116,4,63,72,6,53
273661,601,11,45,58,3,7
273663,1300,13,30,49,4,5
273665,504,9,40,52,2,46
273667,123,4,41,46,2,31
273671,662,15,36,55,5,22
273672,224,7,29,43,5,36
273674,90,3,30,43,9,40
273675,255,4,30,36,3,14
273676,137,3,55,63,6,6
273677,4799,17,42,63,5,9
273678,115,5,38,48,6,36
273679,815,11,36,50,2,64
273681,2009,23,19,43,2,229
273682,151,4,53,59,3,35
273683,137,5,45,52,3,67
273686,325,10,23,41,7,52
273687,783,13,56,72,4,217
273690,815,10,27,38,2,59
273691,690,18,25,46,3,260
273692,1560,16,45,64,3,179
273693,123,3,53,60,5,50
273694,97,4,52,60,5,36
273695,1676,13,30,48,6,56
273696,1316,16,28,46,2,64
273697,812,12,34,48,3,129
273698,217,4,33,44,8,11
273699,169,7,30,43,5,55
273708,335,5,33,45,8,3
273709,371,6,50,57,2,151
273712,303,6,27,43,5,44
273715,287,7,18,29,5,31
273716,98,3,30,42,9,24
273726,3240,19,13,34,3,128
273728,423,10,26,39,2,70
273730,750,13,17,37,4,296
273731,3008,24,15,41,2,133
273739,998,12,34,50,5,312
273744,260,7,55,66,5,32
273746,155,5,51,58,3,5
273747,267,7,59,67,2,22
273749,245,12,62,82,7,37
273753,974,13,42,56,2,428
273760,83,4,54,64,7,36
273768,249,3,48,53,3,18
273769,81,3,50,60,8,32
273770,79,3,67,71,2,3
273774,194,4,51,62,8,45
273783,647,13,65,85,7,81
273786,305,8,48,64,9,58
273789,98,4,72,77,2,12
273792,88,3,43,55,10,8
273796,302,8,59,76,9,32
273798,56,4,46,53,4,8
273802,217,3,43,51,6,40
273810,208,5,48,55,3,41
273824,393,4,49,60,8,7
273829,186,4,49,54,2,7
273831,30,3,65,81,14,6
273833,53,3,52,56,2,6
273836,56,3,50,55,3,15
273839,682,13,56,76,5,149
273844,257,7,66,84,12,81
273847,177,5,73,81,4,13
273848,2972,21,41,63,2,33
273849,122,3,61,65,2,56
273853,404,14,44,61,2,77
273856,124,4,40,54,11,41
273858,146,4,43,51,5,69
273862,105,4,50,58,5,40
273863,317,9,59,79,11,38
273866,93,4,75,82,2,35
273869,942,22,54,80,2,224
273870,714,15,53,73,4,79
273873,209,8,50,65,5,96
273875,168,8,50,69,7,82
273876,692,15,60,79,2,110
273879,128,3,48,54,4,16
273881,28,4,51,59,5,11
273882,71,3,48,52,2,32
273897,226,8,56,69,3,56
273898,33,3,56,60,2,3
273899,46,4,54,59,2,4
273900,217,5,47,58,7,73
273901,180,7,55,66,3,41
273908,769,16,50,67,2,30
273910,2705,28,58,89,2,481
273911,367,8,40,67,15,36
273913,48,3,57,74,15,17
273916,17,2,49,61,11,3
273920,219,5,51,61,6,15
273922,714,13,49,64,2,169
273926,324,8,56,65,2,144
273931,335,10,53,76,11,160
273941,977,5,58,64,2,13
273944,111,4,65,70,2,38
273947,47,2,51,62,10,14
273948,536,12,52,74,6,52
273950,313,4,61,70,6,89
273953,372,6,60,69,4,43
273956,264,6,61,74,5,15
273958,34,3,50,55,3,10
273967,285,4,63,73,7,41
273970,159,5,64,71,3,79
273971,2904,11,44,61,7,4
273973,1080,20,60,92,10,39
273977,426,10,68,83,6,208
273980,103,3,58,66,6,11
273982,394,7,48,66,8,40
273983,527,17,58,81,4,76
273986,1101,12,60,73,2,6
274003,2326,19,48,70,4,134
274004,324,11,61,81,5,124
274006,725,12,44,58,3,8
274008,417,4,47,60,10,42
274011,126,3,64,72,6,35
